plz;ort;bundesland;FW ja/nein?
38895;Halberstadt;Sachsen-Anhalt;keine fernwaerme
87642;Halblech;Bayern;keine fernwaerme
56457;Halbs;Rheinland-Pfalz;keine fernwaerme
39340;Haldensleben;Sachsen-Anhalt;fernwaerme
39343;Haldensleben;Sachsen-Anhalt;keine fernwaerme
39345;Haldensleben;Sachsen-Anhalt;keine fernwaerme
87490;Haldenwang;Bayern;keine fernwaerme
89356;Haldenwang;Bayern;keine fernwaerme
16945;Halenbeck-Rohlsdorf;Brandenburg;keine fernwaerme
83128;Halfing;Bayern;keine fernwaerme
85399;Hallbergmoos;Bayern;fernwaerme
37620;Halle;Niedersachsen;keine fernwaerme
49843;Halle;Niedersachsen;keine fernwaerme
59969;Hallenberg;Nordrhein-Westfalen;keine fernwaerme
91352;Hallerndorf;Bayern;fernwaerme
6108;Halle (Saale);Sachsen-Anhalt;fernwaerme
6110;Halle (Saale);Sachsen-Anhalt;fernwaerme
6112;Halle (Saale);Sachsen-Anhalt;fernwaerme
6114;Halle (Saale);Sachsen-Anhalt;fernwaerme
6116;Halle (Saale);Sachsen-Anhalt;fernwaerme
6118;Halle (Saale);Sachsen-Anhalt;fernwaerme
6120;Halle (Saale);Sachsen-Anhalt;fernwaerme
6122;Halle (Saale);Sachsen-Anhalt;fernwaerme
6124;Halle (Saale);Sachsen-Anhalt;fernwaerme
6126;Halle (Saale);Sachsen-Anhalt;fernwaerme
6128;Halle (Saale);Sachsen-Anhalt;fernwaerme
6130;Halle (Saale);Sachsen-Anhalt;fernwaerme
6132;Halle (Saale);Sachsen-Anhalt;fernwaerme
33790;Halle (Westf.);Nordrhein-Westfalen;keine fernwaerme
67826;Hallgarten;Rheinland-Pfalz;keine fernwaerme
25859;Hallig Hooge;Schleswig-Holstein;keine fernwaerme
54611;Hallschlag;Rheinland-Pfalz;keine fernwaerme
96103;Hallstadt;Bayern;fernwaerme
99826;Hallungen;Thüringen;keine fernwaerme
84553;Halsbach;Bayern;keine fernwaerme
9633;Halsbrücke;Sachsen;keine fernwaerme
54646;Halsdorf;Rheinland-Pfalz;keine fernwaerme
56283;Halsenbach;Rheinland-Pfalz;keine fernwaerme
25469;Halstenbek;Schleswig-Holstein;fernwaerme
45721;Haltern am See;Nordrhein-Westfalen;keine fernwaerme
58553;Halver;Nordrhein-Westfalen;keine fernwaerme
21646;Halvesbostel;Niedersachsen;keine fernwaerme
65582;Hambach;Rheinland-Pfalz;keine fernwaerme
23619;Hamberge;Schleswig-Holstein;keine fernwaerme
27729;Hambergen;Niedersachsen;keine fernwaerme
76707;Hambrücken;Baden-Württemberg;keine fernwaerme
56761;Hambuch;Rheinland-Pfalz;keine fernwaerme
29313;Hambühren;Niedersachsen;keine fernwaerme
20095;Hamburg;Hamburg;fernwaerme
20097;Hamburg;Hamburg;fernwaerme
20099;Hamburg;Hamburg;fernwaerme
20144;Hamburg;Hamburg;fernwaerme
20146;Hamburg;Hamburg;fernwaerme
20148;Hamburg;Hamburg;fernwaerme
20149;Hamburg;Hamburg;fernwaerme
20249;Hamburg;Hamburg;fernwaerme
20251;Hamburg;Hamburg;fernwaerme
20253;Hamburg;Hamburg;fernwaerme
20255;Hamburg;Hamburg;fernwaerme
20257;Hamburg;Hamburg;fernwaerme
20259;Hamburg;Hamburg;fernwaerme
20354;Hamburg;Hamburg;fernwaerme
20355;Hamburg;Hamburg;fernwaerme
20357;Hamburg;Hamburg;fernwaerme
20359;Hamburg;Hamburg;fernwaerme
20457;Hamburg;Hamburg;fernwaerme
20459;Hamburg;Hamburg;fernwaerme
20535;Hamburg;Hamburg;fernwaerme
20537;Hamburg;Hamburg;fernwaerme
20539;Hamburg;Hamburg;fernwaerme
21029;Hamburg;Hamburg;fernwaerme
21031;Hamburg;Hamburg;fernwaerme
21033;Hamburg;Hamburg;fernwaerme
21035;Hamburg;Hamburg;fernwaerme
21037;Hamburg;Hamburg;fernwaerme
21039;Hamburg;Hamburg;fernwaerme
21073;Hamburg;Hamburg;fernwaerme
21075;Hamburg;Hamburg;fernwaerme
21077;Hamburg;Hamburg;fernwaerme
21079;Hamburg;Hamburg;fernwaerme
21107;Hamburg;Hamburg;fernwaerme
21109;Hamburg;Hamburg;fernwaerme
21129;Hamburg;Hamburg;keine fernwaerme
21147;Hamburg;Hamburg;fernwaerme
21149;Hamburg;Hamburg;fernwaerme
22041;Hamburg;Hamburg;fernwaerme
22043;Hamburg;Hamburg;fernwaerme
22045;Hamburg;Hamburg;fernwaerme
22047;Hamburg;Hamburg;fernwaerme
22049;Hamburg;Hamburg;fernwaerme
22081;Hamburg;Hamburg;fernwaerme
22083;Hamburg;Hamburg;fernwaerme
22085;Hamburg;Hamburg;fernwaerme
22087;Hamburg;Hamburg;fernwaerme
22089;Hamburg;Hamburg;fernwaerme
22111;Hamburg;Hamburg;fernwaerme
22113;Hamburg;Hamburg;fernwaerme
22115;Hamburg;Hamburg;fernwaerme
22117;Hamburg;Hamburg;fernwaerme
22119;Hamburg;Hamburg;fernwaerme
22143;Hamburg;Hamburg;fernwaerme
22145;Hamburg;Hamburg;fernwaerme
22147;Hamburg;Hamburg;fernwaerme
22149;Hamburg;Hamburg;fernwaerme
22159;Hamburg;Hamburg;fernwaerme
22175;Hamburg;Hamburg;fernwaerme
22177;Hamburg;Hamburg;fernwaerme
22179;Hamburg;Hamburg;fernwaerme
22297;Hamburg;Hamburg;fernwaerme
22299;Hamburg;Hamburg;fernwaerme
22301;Hamburg;Hamburg;fernwaerme
22303;Hamburg;Hamburg;fernwaerme
22305;Hamburg;Hamburg;fernwaerme
22307;Hamburg;Hamburg;fernwaerme
22309;Hamburg;Hamburg;fernwaerme
22335;Hamburg;Hamburg;fernwaerme
22337;Hamburg;Hamburg;fernwaerme
22339;Hamburg;Hamburg;fernwaerme
22359;Hamburg;Hamburg;fernwaerme
22391;Hamburg;Hamburg;keine fernwaerme
22393;Hamburg;Hamburg;fernwaerme
22395;Hamburg;Hamburg;fernwaerme
22397;Hamburg;Hamburg;fernwaerme
22399;Hamburg;Hamburg;fernwaerme
22415;Hamburg;Hamburg;fernwaerme
22417;Hamburg;Hamburg;fernwaerme
22419;Hamburg;Hamburg;fernwaerme
22453;Hamburg;Hamburg;fernwaerme
22455;Hamburg;Hamburg;fernwaerme
22457;Hamburg;Hamburg;fernwaerme
22459;Hamburg;Hamburg;fernwaerme
22523;Hamburg;Hamburg;fernwaerme
22525;Hamburg;Hamburg;fernwaerme
22527;Hamburg;Hamburg;fernwaerme
22529;Hamburg;Hamburg;fernwaerme
22547;Hamburg;Hamburg;fernwaerme
22549;Hamburg;Hamburg;fernwaerme
22559;Hamburg;Hamburg;fernwaerme
22587;Hamburg;Hamburg;fernwaerme
22589;Hamburg;Hamburg;fernwaerme
22605;Hamburg;Hamburg;fernwaerme
22607;Hamburg;Hamburg;fernwaerme
22609;Hamburg;Hamburg;fernwaerme
22761;Hamburg;Hamburg;fernwaerme
22763;Hamburg;Hamburg;fernwaerme
22765;Hamburg;Hamburg;fernwaerme
22767;Hamburg;Hamburg;fernwaerme
22769;Hamburg;Hamburg;fernwaerme
27499;Hamburg;Hamburg;keine fernwaerme
24805;Hamdorf;Schleswig-Holstein;keine fernwaerme
27324;Hämelhausen;Niedersachsen;keine fernwaerme
31785;Hameln;Niedersachsen;fernwaerme
31787;Hameln;Niedersachsen;fernwaerme
31789;Hameln;Niedersachsen;fernwaerme
27419;Hamersen;Niedersachsen;fernwaerme
22929;Hamfelde;Schleswig-Holstein;keine fernwaerme
22929;Hamfelde;Schleswig-Holstein;keine fernwaerme
59063;Hamm;Nordrhein-Westfalen;keine fernwaerme
59065;Hamm;Nordrhein-Westfalen;fernwaerme
59067;Hamm;Nordrhein-Westfalen;keine fernwaerme
59069;Hamm;Nordrhein-Westfalen;keine fernwaerme
59071;Hamm;Nordrhein-Westfalen;fernwaerme
59073;Hamm;Nordrhein-Westfalen;fernwaerme
59075;Hamm;Nordrhein-Westfalen;fernwaerme
59077;Hamm;Nordrhein-Westfalen;fernwaerme
54636;Hamm;Rheinland-Pfalz;fernwaerme
21714;Hammah;Niedersachsen;keine fernwaerme
67580;Hamm am Rhein;Rheinland-Pfalz;keine fernwaerme
97762;Hammelburg;Bayern;fernwaerme
17358;Hammer a.d. Uecker;Mecklenburg-Vorpommern;fernwaerme
63546;Hammersbach;Hessen;keine fernwaerme
99441;Hammerstedt;Thüringen;keine fernwaerme
56598;Hammerstein;Rheinland-Pfalz;keine fernwaerme
46499;Hamminkeln;Nordrhein-Westfalen;keine fernwaerme
22941;Hammoor;Schleswig-Holstein;fernwaerme
57577;Hamm (Sieg);Rheinland-Pfalz;keine fernwaerme
21502;Hamwarde;Schleswig-Holstein;fernwaerme
24816;Hamweddel;Schleswig-Holstein;keine fernwaerme
63450;Hanau;Hessen;fernwaerme
63452;Hanau;Hessen;fernwaerme
63454;Hanau;Hessen;fernwaerme
63456;Hanau;Hessen;keine fernwaerme
63457;Hanau;Hessen;fernwaerme
21256;Handeloh;Niedersachsen;keine fernwaerme
24976;Handewitt;Schleswig-Holstein;keine fernwaerme
24983;Handewitt;Schleswig-Holstein;fernwaerme
21447;Handorf;Niedersachsen;keine fernwaerme
49838;Handrup;Niedersachsen;keine fernwaerme
25557;Hanerau-Hademarschen;Schleswig-Holstein;keine fernwaerme
55234;Hangen-Weisheim;Rheinland-Pfalz;keine fernwaerme
67374;Hanhofen;Rheinland-Pfalz;keine fernwaerme
29386;Hankensbüttel;Niedersachsen;fernwaerme
34346;Hann. Münden;Niedersachsen;fernwaerme
30159;Hannover;Niedersachsen;fernwaerme
30161;Hannover;Niedersachsen;fernwaerme
30163;Hannover;Niedersachsen;fernwaerme
30165;Hannover;Niedersachsen;fernwaerme
30167;Hannover;Niedersachsen;fernwaerme
30169;Hannover;Niedersachsen;fernwaerme
30171;Hannover;Niedersachsen;fernwaerme
30173;Hannover;Niedersachsen;fernwaerme
30175;Hannover;Niedersachsen;fernwaerme
30177;Hannover;Niedersachsen;fernwaerme
30179;Hannover;Niedersachsen;fernwaerme
30419;Hannover;Niedersachsen;fernwaerme
30449;Hannover;Niedersachsen;fernwaerme
30451;Hannover;Niedersachsen;fernwaerme
30453;Hannover;Niedersachsen;fernwaerme
30455;Hannover;Niedersachsen;fernwaerme
30457;Hannover;Niedersachsen;fernwaerme
30459;Hannover;Niedersachsen;keine fernwaerme
30519;Hannover;Niedersachsen;fernwaerme
30521;Hannover;Niedersachsen;keine fernwaerme
30539;Hannover;Niedersachsen;fernwaerme
30559;Hannover;Niedersachsen;fernwaerme
30625;Hannover;Niedersachsen;fernwaerme
30627;Hannover;Niedersachsen;fernwaerme
30629;Hannover;Niedersachsen;fernwaerme
30655;Hannover;Niedersachsen;fernwaerme
30657;Hannover;Niedersachsen;fernwaerme
30659;Hannover;Niedersachsen;fernwaerme
30669;Hannover;Niedersachsen;keine fernwaerme
56316;Hanroth;Rheinland-Pfalz;keine fernwaerme
17509;Hanshagen;Mecklenburg-Vorpommern;keine fernwaerme
21271;Hanstedt;Niedersachsen;keine fernwaerme
29582;Hanstedt;Niedersachsen;keine fernwaerme
91230;Happurg;Bayern;keine fernwaerme
57572;Harbach;Rheinland-Pfalz;keine fernwaerme
39365;Harbke;Sachsen-Anhalt;fernwaerme
86655;Harburg (Schwaben);Bayern;fernwaerme
24616;Hardebek;Schleswig-Holstein;keine fernwaerme
37181;Hardegsen;Niedersachsen;keine fernwaerme
56579;Hardert;Rheinland-Pfalz;keine fernwaerme
74736;Hardheim;Baden-Württemberg;keine fernwaerme
99628;Hardisleben;Thüringen;keine fernwaerme
56472;Hardt;Rheinland-Pfalz;keine fernwaerme
78739;Hardt;Baden-Württemberg;keine fernwaerme
74239;Hardthausen am Kocher;Baden-Württemberg;keine fernwaerme
49733;Haren (Ems);Niedersachsen;keine fernwaerme
54649;Hargarten;Rheinland-Pfalz;keine fernwaerme
55595;Hargesheim;Rheinland-Pfalz;fernwaerme
23738;Harmsdorf;Schleswig-Holstein;fernwaerme
23911;Harmsdorf;Schleswig-Holstein;keine fernwaerme
21228;Harmstorf;Niedersachsen;keine fernwaerme
27243;Harpstedt;Niedersachsen;keine fernwaerme
7366;Harra;Thüringen;fernwaerme
24955;Harrislee;Schleswig-Holstein;fernwaerme
56307;Harschbach;Rheinland-Pfalz;keine fernwaerme
53520;Harscheid;Rheinland-Pfalz;keine fernwaerme
95499;Harsdorf;Bayern;keine fernwaerme
21698;Harsefeld;Niedersachsen;keine fernwaerme
33428;Harsewinkel;Nordrhein-Westfalen;keine fernwaerme
38829;Harsleben;Sachsen-Anhalt;keine fernwaerme
54617;Harspelt;Rheinland-Pfalz;keine fernwaerme
31177;Harsum;Niedersachsen;keine fernwaerme
56244;Hartenfels;Rheinland-Pfalz;keine fernwaerme
24628;Hartenholm;Schleswig-Holstein;keine fernwaerme
8118;Hartenstein;Sachsen;fernwaerme
91235;Hartenstein;Bayern;keine fernwaerme
4746;Hartha;Sachsen;fernwaerme
67376;Harthausen;Rheinland-Pfalz;keine fernwaerme
79258;Hartheim am Rhein;Baden-Württemberg;keine fernwaerme
7570;Harth-Pöllnitz;Thüringen;keine fernwaerme
56459;Härtlingen;Rheinland-Pfalz;keine fernwaerme
9232;Hartmannsdorf;Sachsen;keine fernwaerme
7613;Hartmannsdorf;Thüringen;fernwaerme
7586;Hartmannsdorf;Thüringen;keine fernwaerme
8107;Hartmannsdorf bei Kirchberg;Sachsen;fernwaerme
1762;Hartmannsdorf-Reichenau;Sachsen;fernwaerme
55296;Harxheim;Rheinland-Pfalz;keine fernwaerme
6493;Harzgerode;Sachsen-Anhalt;fernwaerme
99768;Harztor;Thüringen;keine fernwaerme
49205;Hasbergen;Niedersachsen;keine fernwaerme
54533;Hasborn;Rheinland-Pfalz;keine fernwaerme
66871;Haschbach am Remigiusberg;Rheinland-Pfalz;keine fernwaerme
79686;Hasel;Baden-Württemberg;keine fernwaerme
25489;Haselau;Schleswig-Holstein;keine fernwaerme
94354;Haselbach;Bayern;keine fernwaerme
4617;Haselbach;Thüringen;keine fernwaerme
1920;Haselbachtal;Sachsen;fernwaerme
25489;Haseldorf;Schleswig-Holstein;keine fernwaerme
25855;Haselund;Schleswig-Holstein;keine fernwaerme
49740;Haselünne;Niedersachsen;keine fernwaerme
24616;Hasenkrug;Schleswig-Holstein;keine fernwaerme
24640;Hasenmoor;Schleswig-Holstein;keine fernwaerme
56858;Haserich;Rheinland-Pfalz;keine fernwaerme
77716;Haslach im Kinzigtal;Baden-Württemberg;fernwaerme
97907;Hasloch;Bayern;keine fernwaerme
25474;Hasloh;Schleswig-Holstein;keine fernwaerme
31626;Haßbergen;Niedersachsen;keine fernwaerme
39596;Hassel;Sachsen-Anhalt;fernwaerme
57635;Hasselbach;Rheinland-Pfalz;keine fernwaerme
56288;Hasselbach;Rheinland-Pfalz;keine fernwaerme
24376;Hasselberg;Schleswig-Holstein;fernwaerme
63594;Hasselroth;Hessen;keine fernwaerme
27324;Hassel (Weser);Niedersachsen;keine fernwaerme
27367;Hassendorf;Niedersachsen;keine fernwaerme
97437;Haßfurt;Bayern;fernwaerme
99189;Haßleben;Thüringen;fernwaerme
67454;Haßloch;Rheinland-Pfalz;keine fernwaerme
74855;Haßmersheim;Baden-Württemberg;keine fernwaerme
24790;Haßmoor;Schleswig-Holstein;keine fernwaerme
31559;Haste;Niedersachsen;keine fernwaerme
26209;Hatten;Niedersachsen;keine fernwaerme
82285;Hattenhofen;Bayern;keine fernwaerme
73110;Hattenhofen;Baden-Württemberg;keine fernwaerme
65795;Hattersheim;Hessen;fernwaerme
57644;Hattert;Rheinland-Pfalz;keine fernwaerme
55767;Hattgenstein;Rheinland-Pfalz;keine fernwaerme
45525;Hattingen;Nordrhein-Westfalen;fernwaerme
45527;Hattingen;Nordrhein-Westfalen;keine fernwaerme
45529;Hattingen;Nordrhein-Westfalen;fernwaerme
37197;Hattorf am Harz;Niedersachsen;keine fernwaerme
25856;Hattstedt;Schleswig-Holstein;keine fernwaerme
25856;Hattstedtermarsch;Schleswig-Holstein;keine fernwaerme
76770;Hatzenbühl;Rheinland-Pfalz;keine fernwaerme
56332;Hatzenport;Rheinland-Pfalz;keine fernwaerme
35116;Hatzfeld;Hessen;keine fernwaerme
76846;Hauenstein;Rheinland-Pfalz;keine fernwaerme
91729;Haundorf;Bayern;keine fernwaerme
36282;Hauneck;Hessen;keine fernwaerme
36166;Haunetal;Hessen;keine fernwaerme
89437;Haunsheim;Bayern;keine fernwaerme
66851;Hauptstuhl;Rheinland-Pfalz;keine fernwaerme
56761;Hauroth;Rheinland-Pfalz;keine fernwaerme
77756;Hausach;Baden-Württemberg;fernwaerme
56291;Hausbay;Rheinland-Pfalz;keine fernwaerme
97647;Hausen;Bayern;keine fernwaerme
63840;Hausen;Bayern;keine fernwaerme
93345;Hausen;Bayern;keine fernwaerme
91353;Hausen;Bayern;fernwaerme
55608;Hausen;Rheinland-Pfalz;keine fernwaerme
37327;Hausen;Thüringen;fernwaerme
89597;Hausen am Bussen;Baden-Württemberg;keine fernwaerme
72361;Hausen am Tann;Baden-Württemberg;keine fernwaerme
97262;Hausen b. Würzburg;Bayern;keine fernwaerme
79688;Hausen im Wiesental;Baden-Württemberg;fernwaerme
78595;Hausen ob Verena;Baden-Württemberg;keine fernwaerme
53547;Hausen (Wied);Rheinland-Pfalz;keine fernwaerme
56588;Hausen (Wied);Rheinland-Pfalz;keine fernwaerme
79837;Häusern;Baden-Württemberg;fernwaerme
83734;Hausham;Bayern;fernwaerme
27336;Häuslingen;Niedersachsen;keine fernwaerme
99955;Haussömmern;Thüringen;fernwaerme
56745;Hausten;Rheinland-Pfalz;keine fernwaerme
67742;Hausweiler;Rheinland-Pfalz;keine fernwaerme
6577;Hauteroda;Thüringen;keine fernwaerme
94051;Hauzenberg;Bayern;keine fernwaerme
21493;Havekost;Schleswig-Holstein;fernwaerme
14715;Havelaue;Brandenburg;keine fernwaerme
39539;Havelberg;Sachsen-Anhalt;fernwaerme
14798;Havelsee;Brandenburg;fernwaerme
38275;Haverlah;Niedersachsen;keine fernwaerme
24873;Havetoft;Schleswig-Holstein;keine fernwaerme
48329;Havixbeck;Nordrhein-Westfalen;keine fernwaerme
87749;Hawangen;Bayern;fernwaerme
72534;Hayingen;Baden-Württemberg;keine fernwaerme
37339;Haynrode;Thüringen;fernwaerme
84332;Hebertsfelden;Bayern;keine fernwaerme
85241;Hebertshausen;Bayern;fernwaerme
85764;Hebertshausen;Bayern;fernwaerme
72379;Hechingen;Baden-Württemberg;fernwaerme
21755;Hechthausen;Niedersachsen;keine fernwaerme
16259;Heckelberg-Brunow;Brandenburg;fernwaerme
55481;Hecken;Rheinland-Pfalz;fernwaerme
53506;Heckenbach;Rheinland-Pfalz;keine fernwaerme
54518;Heckenmünster;Rheinland-Pfalz;keine fernwaerme
54523;Heckenmünster;Rheinland-Pfalz;keine fernwaerme
54619;Heckhuscheid;Rheinland-Pfalz;keine fernwaerme
39444;Hecklingen;Sachsen-Anhalt;keine fernwaerme
54429;Heddert;Rheinland-Pfalz;keine fernwaerme
69434;Heddesbach;Baden-Württemberg;keine fernwaerme
68542;Heddesheim;Baden-Württemberg;keine fernwaerme
38322;Hedeper;Niedersachsen;keine fernwaerme
6458;Hedersleben;Sachsen-Anhalt;keine fernwaerme
25761;Hedwigenkoog;Schleswig-Holstein;fernwaerme
25355;Heede;Schleswig-Holstein;keine fernwaerme
26892;Heede;Niedersachsen;fernwaerme
48619;Heek;Nordrhein-Westfalen;keine fernwaerme
31622;Heemsen;Niedersachsen;keine fernwaerme
38277;Heere;Niedersachsen;keine fernwaerme
27404;Heeslingen;Niedersachsen;fernwaerme
31707;Heeßen;Niedersachsen;keine fernwaerme
67753;Hefersweiler;Rheinland-Pfalz;keine fernwaerme
37619;Hehlen;Niedersachsen;keine fernwaerme
99439;Heichelheim;Thüringen;keine fernwaerme
25746;Heide;Schleswig-Holstein;fernwaerme
15926;Heideblick;Brandenburg;fernwaerme
91180;Heideck;Bayern;fernwaerme
23858;Heidekamp;Schleswig-Holstein;fernwaerme
3238;Heideland;Brandenburg;fernwaerme
7613;Heideland;Thüringen;fernwaerme
69115;Heidelberg;Baden-Württemberg;fernwaerme
69117;Heidelberg;Baden-Württemberg;fernwaerme
69118;Heidelberg;Baden-Württemberg;fernwaerme
69120;Heidelberg;Baden-Württemberg;fernwaerme
69121;Heidelberg;Baden-Württemberg;fernwaerme
69123;Heidelberg;Baden-Württemberg;fernwaerme
69124;Heidelberg;Baden-Württemberg;fernwaerme
69126;Heidelberg;Baden-Württemberg;fernwaerme
46359;Heiden;Nordrhein-Westfalen;keine fernwaerme
21258;Heidenau;Niedersachsen;keine fernwaerme
1809;Heidenau;Sachsen;fernwaerme
54426;Heidenburg;Rheinland-Pfalz;keine fernwaerme
91719;Heidenheim;Bayern;keine fernwaerme
89518;Heidenheim an der Brenz;Baden-Württemberg;fernwaerme
89520;Heidenheim an der Brenz;Baden-Württemberg;fernwaerme
89522;Heidenheim an der Brenz;Baden-Württemberg;fernwaerme
65321;Heidenrod;Hessen;keine fernwaerme
9526;Heidersdorf;Sachsen;fernwaerme
15754;Heidesee;Brandenburg;fernwaerme
55262;Heidesheim am Rhein;Rheinland-Pfalz;keine fernwaerme
25436;Heidgraben;Schleswig-Holstein;fernwaerme
24632;Heidmoor;Schleswig-Holstein;keine fernwaerme
24598;Heidmühlen;Schleswig-Holstein;keine fernwaerme
54518;Heidweiler;Rheinland-Pfalz;keine fernwaerme
63869;Heigenbrücken;Bayern;keine fernwaerme
24226;Heikendorf;Schleswig-Holstein;fernwaerme
54673;Heilbach;Rheinland-Pfalz;keine fernwaerme
37308;Heilbad Heiligenstadt;Thüringen;fernwaerme
56412;Heilberscheid;Rheinland-Pfalz;fernwaerme
74072;Heilbronn;Baden-Württemberg;keine fernwaerme
74074;Heilbronn;Baden-Württemberg;keine fernwaerme
74076;Heilbronn;Baden-Württemberg;fernwaerme
74078;Heilbronn;Baden-Württemberg;keine fernwaerme
74080;Heilbronn;Baden-Württemberg;keine fernwaerme
74081;Heilbronn;Baden-Württemberg;keine fernwaerme
54636;Heilenbach;Rheinland-Pfalz;fernwaerme
88633;Heiligenberg;Baden-Württemberg;keine fernwaerme
16909;Heiligengrabe;Brandenburg;fernwaerme
23774;Heiligenhafen;Schleswig-Holstein;fernwaerme
42579;Heiligenhaus;Nordrhein-Westfalen;keine fernwaerme
67699;Heiligenmoschel;Rheinland-Pfalz;keine fernwaerme
56412;Heiligenroth;Rheinland-Pfalz;fernwaerme
91332;Heiligenstadt;Bayern;keine fernwaerme
25524;Heiligenstedten;Schleswig-Holstein;fernwaerme
25524;Heiligenstedtenerkamp;Schleswig-Holstein;fernwaerme
69253;Heiligkreuzsteinach;Baden-Württemberg;keine fernwaerme
91560;Heilsbronn;Bayern;fernwaerme
23619;Heilshoop;Schleswig-Holstein;keine fernwaerme
52396;Heimbach;Nordrhein-Westfalen;keine fernwaerme
55779;Heimbach;Rheinland-Pfalz;keine fernwaerme
57629;Heimborn;Rheinland-Pfalz;keine fernwaerme
63872;Heimbuchenthal;Bayern;keine fernwaerme
88178;Heimenkirch;Bayern;fernwaerme
87751;Heimertingen;Bayern;keine fernwaerme
71296;Heimsheim;Baden-Württemberg;fernwaerme
55606;Heimweiler;Rheinland-Pfalz;keine fernwaerme
37627;Heinade;Niedersachsen;keine fernwaerme
21726;Heinbockel;Niedersachsen;keine fernwaerme
3185;Heinersbrück;Brandenburg;fernwaerme
95500;Heinersreuth;Bayern;keine fernwaerme
38312;Heiningen;Niedersachsen;keine fernwaerme
73037;Heiningen;Baden-Württemberg;fernwaerme
73092;Heiningen;Baden-Württemberg;keine fernwaerme
73107;Heiningen;Baden-Württemberg;keine fernwaerme
24594;Heinkenborstel;Schleswig-Holstein;fernwaerme
63871;Heinrichsthal;Bayern;keine fernwaerme
17379;Heinrichswalde;Mecklenburg-Vorpommern;keine fernwaerme
52525;Heinsberg;Nordrhein-Westfalen;fernwaerme
8468;Heinsdorfergrund;Sachsen;fernwaerme
37649;Heinsen;Niedersachsen;keine fernwaerme
55483;Heinzenbach;Rheinland-Pfalz;keine fernwaerme
55606;Heinzenberg;Rheinland-Pfalz;keine fernwaerme
67742;Heinzenhausen;Rheinland-Pfalz;keine fernwaerme
54614;Heisdorf;Rheinland-Pfalz;keine fernwaerme
25492;Heist;Schleswig-Holstein;keine fernwaerme
65558;Heistenbach;Rheinland-Pfalz;keine fernwaerme
79423;Heitersheim;Baden-Württemberg;fernwaerme
99713;Helbedündorf;Thüringen;keine fernwaerme
6311;Helbra;Sachsen-Anhalt;fernwaerme
84431;Heldenstein;Bayern;keine fernwaerme
6577;Heldrungen;Thüringen;keine fernwaerme
56244;Helferskirchen;Rheinland-Pfalz;keine fernwaerme
27498;Helgoland;Schleswig-Holstein;fernwaerme
56479;Hellenhahn-Schellenberg;Rheinland-Pfalz;keine fernwaerme
53940;Hellenthal;Nordrhein-Westfalen;keine fernwaerme
55758;Hellertshausen;Rheinland-Pfalz;keine fernwaerme
98663;Hellingen;Thüringen;keine fernwaerme
25764;Hellschen-Heringsand-Unterschaar;Schleswig-Holstein;keine fernwaerme
27367;Hellwege;Niedersachsen;keine fernwaerme
95233;Helmbrechts;Bayern;keine fernwaerme
57612;Helmenzen;Rheinland-Pfalz;keine fernwaerme
57612;Helmeroth;Rheinland-Pfalz;keine fernwaerme
37351;Helmsdorf;Thüringen;fernwaerme
97264;Helmstadt;Bayern;keine fernwaerme
74921;Helmstadt-Bargen;Baden-Württemberg;keine fernwaerme
38350;Helmstedt;Niedersachsen;fernwaerme
38372;Helmstedt;Niedersachsen;keine fernwaerme
