plz;ort;bundesland;FW ja/nein?
88074;Meckenbeuren;Baden-Württemberg;fernwaerme
53340;Meckenheim;Nordrhein-Westfalen;keine fernwaerme
67149;Meckenheim;Rheinland-Pfalz;keine fernwaerme
74909;Meckesheim;Baden-Württemberg;keine fernwaerme
67744;Medard;Rheinland-Pfalz;keine fernwaerme
55566;Meddersheim;Rheinland-Pfalz;keine fernwaerme
23847;Meddewade;Schleswig-Holstein;keine fernwaerme
59964;Medebach;Nordrhein-Westfalen;keine fernwaerme
24994;Medelby;Schleswig-Holstein;keine fernwaerme
89441;Medlingen;Bayern;keine fernwaerme
17391;Medow;Mecklenburg-Vorpommern;keine fernwaerme
96484;Meeder;Bayern;keine fernwaerme
8393;Meerane;Sachsen;fernwaerme
31715;Meerbeck;Niedersachsen;keine fernwaerme
40667;Meerbusch;Nordrhein-Westfalen;fernwaerme
40668;Meerbusch;Nordrhein-Westfalen;keine fernwaerme
40670;Meerbusch;Nordrhein-Westfalen;keine fernwaerme
54531;Meerfeld;Rheinland-Pfalz;keine fernwaerme
88709;Meersburg;Baden-Württemberg;fernwaerme
17111;Meesiger;Mecklenburg-Vorpommern;keine fernwaerme
24594;Meezen;Schleswig-Holstein;fernwaerme
86750;Megesheim;Bayern;keine fernwaerme
24799;Meggerdorf;Schleswig-Holstein;keine fernwaerme
24861;Meggerdorf;Schleswig-Holstein;keine fernwaerme
67735;Mehlbach;Rheinland-Pfalz;keine fernwaerme
25588;Mehlbek;Schleswig-Holstein;keine fernwaerme
67678;Mehlingen;Rheinland-Pfalz;fernwaerme
95694;Mehlmeisel;Bayern;keine fernwaerme
98634;Mehmels;Thüringen;fernwaerme
4626;Mehna;Thüringen;fernwaerme
57635;Mehren;Rheinland-Pfalz;keine fernwaerme
54552;Mehren;Rheinland-Pfalz;keine fernwaerme
84561;Mehring;Bayern;keine fernwaerme
54346;Mehring;Rheinland-Pfalz;keine fernwaerme
72537;Mehrstetten;Baden-Württemberg;keine fernwaerme
17375;Meiersberg;Mecklenburg-Vorpommern;keine fernwaerme
56584;Meinborn;Rheinland-Pfalz;keine fernwaerme
38527;Meine;Niedersachsen;keine fernwaerme
38536;Meinersen;Niedersachsen;keine fernwaerme
58540;Meinerzhagen;Nordrhein-Westfalen;fernwaerme
6721;Meineweh;Sachsen-Anhalt;keine fernwaerme
37276;Meinhard;Hessen;keine fernwaerme
91802;Meinheim;Bayern;fernwaerme
98617;Meiningen;Thüringen;fernwaerme
54570;Meisburg;Rheinland-Pfalz;keine fernwaerme
55590;Meisenheim;Rheinland-Pfalz;keine fernwaerme
1662;Meißen;Sachsen;fernwaerme
77974;Meißenheim;Baden-Württemberg;keine fernwaerme
37290;Meißner;Hessen;keine fernwaerme
86405;Meitingen;Bayern;fernwaerme
21406;Melbeck;Niedersachsen;keine fernwaerme
16230;Melchow;Brandenburg;keine fernwaerme
25704;Meldorf;Schleswig-Holstein;keine fernwaerme
49324;Melle;Niedersachsen;fernwaerme
49326;Melle;Niedersachsen;keine fernwaerme
49328;Melle;Niedersachsen;keine fernwaerme
98746;Mellenbach-Glasbach;Thüringen;keine fernwaerme
17429;Mellenthin;Mecklenburg-Vorpommern;keine fernwaerme
99441;Mellingen;Thüringen;keine fernwaerme
27249;Mellinghausen;Niedersachsen;keine fernwaerme
97638;Mellrichstadt;Bayern;fernwaerme
98634;Melpers;Thüringen;fernwaerme
56581;Melsbach;Rheinland-Pfalz;keine fernwaerme
24109;Melsdorf;Schleswig-Holstein;fernwaerme
34212;Melsungen;Hessen;keine fernwaerme
17209;Melz;Mecklenburg-Vorpommern;keine fernwaerme
96117;Memmelsdorf;Bayern;fernwaerme
87700;Memmingen;Bayern;fernwaerme
87766;Memmingerberg;Bayern;keine fernwaerme
58706;Menden;Nordrhein-Westfalen;fernwaerme
58708;Menden;Nordrhein-Westfalen;fernwaerme
58710;Menden;Nordrhein-Westfalen;keine fernwaerme
56743;Mendig;Rheinland-Pfalz;keine fernwaerme
88512;Mengen;Baden-Württemberg;keine fernwaerme
55490;Mengerschied;Rheinland-Pfalz;keine fernwaerme
35794;Mengerskirchen;Hessen;keine fernwaerme
84152;Mengkofen;Bayern;fernwaerme
54310;Menningen;Rheinland-Pfalz;keine fernwaerme
49637;Menslage;Niedersachsen;keine fernwaerme
99976;Menteroda;Thüringen;keine fernwaerme
99996;Menteroda;Thüringen;keine fernwaerme
23923;Menzendorf;Mecklenburg-Vorpommern;fernwaerme
49716;Meppen;Niedersachsen;keine fernwaerme
86504;Merching;Bayern;keine fernwaerme
66589;Merchweiler;Saarland;keine fernwaerme
79291;Merdingen;Baden-Württemberg;keine fernwaerme
35799;Merenberg;Hessen;keine fernwaerme
86415;Mering;Bayern;fernwaerme
57629;Merkelbach;Rheinland-Pfalz;keine fernwaerme
91732;Merkendorf;Bayern;fernwaerme
89188;Merklingen;Baden-Württemberg;keine fernwaerme
54597;Merlscheid;Rheinland-Pfalz;keine fernwaerme
56283;Mermuth;Rheinland-Pfalz;keine fernwaerme
54426;Merschbach;Rheinland-Pfalz;keine fernwaerme
6217;Merseburg;Sachsen-Anhalt;fernwaerme
6618;Mertendorf;Sachsen-Anhalt;fernwaerme
7619;Mertendorf;Thüringen;keine fernwaerme
54318;Mertesdorf;Rheinland-Pfalz;keine fernwaerme
67271;Mertesheim;Rheinland-Pfalz;keine fernwaerme
86690;Mertingen;Bayern;keine fernwaerme
56753;Mertloch;Rheinland-Pfalz;keine fernwaerme
55627;Merxheim;Rheinland-Pfalz;keine fernwaerme
66978;Merzalben;Rheinland-Pfalz;keine fernwaerme
4932;Merzdorf;Brandenburg;fernwaerme
49586;Merzen;Niedersachsen;keine fernwaerme
52399;Merzenich;Nordrhein-Westfalen;fernwaerme
79249;Merzhausen;Baden-Württemberg;keine fernwaerme
66663;Merzig;Saarland;keine fernwaerme
54439;Merzkirchen;Rheinland-Pfalz;fernwaerme
67746;Merzweiler;Rheinland-Pfalz;keine fernwaerme
59872;Meschede;Nordrhein-Westfalen;keine fernwaerme
16307;Mescherin;Brandenburg;keine fernwaerme
17498;Mesekenhagen;Mecklenburg-Vorpommern;fernwaerme
56820;Mesenich;Rheinland-Pfalz;keine fernwaerme
63875;Mespelbrunn;Bayern;keine fernwaerme
64409;Messel;Hessen;keine fernwaerme
31867;Messenkamp;Niedersachsen;fernwaerme
54636;Messerich;Rheinland-Pfalz;fernwaerme
49832;Messingen;Niedersachsen;keine fernwaerme
88605;Meßkirch;Baden-Württemberg;fernwaerme
72469;Meßstetten;Baden-Württemberg;fernwaerme
19374;Mestlin;Mecklenburg-Vorpommern;keine fernwaerme
48629;Metelen;Nordrhein-Westfalen;keine fernwaerme
23972;Metelsdorf;Mecklenburg-Vorpommern;fernwaerme
94526;Metten;Bayern;keine fernwaerme
54675;Mettendorf;Rheinland-Pfalz;keine fernwaerme
84562;Mettenheim;Bayern;keine fernwaerme
67582;Mettenheim;Rheinland-Pfalz;keine fernwaerme
54634;Metterich;Rheinland-Pfalz;keine fernwaerme
49497;Mettingen;Nordrhein-Westfalen;keine fernwaerme
66693;Mettlach;Saarland;keine fernwaerme
40822;Mettmann;Nordrhein-Westfalen;fernwaerme
55777;Mettweiler;Rheinland-Pfalz;keine fernwaerme
98639;Metzels;Thüringen;keine fernwaerme
55481;Metzenhausen;Rheinland-Pfalz;fernwaerme
72555;Metzingen;Baden-Württemberg;keine fernwaerme
56414;Meudt;Rheinland-Pfalz;keine fernwaerme
98744;Meura;Thüringen;keine fernwaerme
7646;Meusebach;Thüringen;fernwaerme
98746;Meuselbach-Schwarzmühle;Thüringen;keine fernwaerme
4610;Meuselwitz;Thüringen;fernwaerme
53520;Meuspath;Rheinland-Pfalz;keine fernwaerme
16945;Meyenburg;Brandenburg;keine fernwaerme
24980;Meyn;Schleswig-Holstein;keine fernwaerme
96247;Michelau in Oberfranken;Bayern;keine fernwaerme
97513;Michelau i.Steigerwald;Bayern;keine fernwaerme
57610;Michelbach;Rheinland-Pfalz;keine fernwaerme
56288;Michelbach;Rheinland-Pfalz;keine fernwaerme
74544;Michelbach an der Bilz;Baden-Württemberg;fernwaerme
74545;Michelfeld;Baden-Württemberg;fernwaerme
93185;Michelsneukirchen;Bayern;keine fernwaerme
64720;Michelstadt;Hessen;fernwaerme
14552;Michendorf;Brandenburg;fernwaerme
86866;Mickhausen;Bayern;keine fernwaerme
25938;Midlum;Schleswig-Holstein;fernwaerme
56357;Miehlen;Rheinland-Pfalz;keine fernwaerme
24247;Mielkendorf;Schleswig-Holstein;keine fernwaerme
56132;Miellen;Rheinland-Pfalz;keine fernwaerme
83714;Miesbach;Bayern;fernwaerme
7819;Miesitz;Thüringen;keine fernwaerme
88487;Mietingen;Baden-Württemberg;keine fernwaerme
99826;Mihla;Thüringen;keine fernwaerme
7751;Milda;Thüringen;keine fernwaerme
9456;Mildenau;Sachsen;fernwaerme
25866;Mildstedt;Schleswig-Holstein;keine fernwaerme
18461;Millienhagen-Oebelitz;Mecklenburg-Vorpommern;keine fernwaerme
17268;Milmersdorf;Brandenburg;fernwaerme
19294;Milow;Mecklenburg-Vorpommern;keine fernwaerme
19300;Milow;Mecklenburg-Vorpommern;fernwaerme
14715;Milower Land;Brandenburg;keine fernwaerme
93468;Miltach;Bayern;keine fernwaerme
63897;Miltenberg;Bayern;keine fernwaerme
87719;Mindelheim;Bayern;fernwaerme
93349;Mindelstetten;Bayern;keine fernwaerme
32423;Minden;Nordrhein-Westfalen;fernwaerme
32425;Minden;Nordrhein-Westfalen;fernwaerme
32427;Minden;Nordrhein-Westfalen;fernwaerme
32429;Minden;Nordrhein-Westfalen;keine fernwaerme
54310;Minden;Rheinland-Pfalz;keine fernwaerme
54518;Minderlittgen;Rheinland-Pfalz;keine fernwaerme
76872;Minfeld;Rheinland-Pfalz;keine fernwaerme
54518;Minheim;Rheinland-Pfalz;keine fernwaerme
93098;Mintraching;Bayern;keine fernwaerme
17252;Mirow;Mecklenburg-Vorpommern;keine fernwaerme
56377;Misselberg;Rheinland-Pfalz;keine fernwaerme
87547;Missen-Wilhams;Bayern;keine fernwaerme
95511;Mistelbach;Bayern;keine fernwaerme
95490;Mistelgau;Bayern;keine fernwaerme
18276;Mistorf;Mecklenburg-Vorpommern;fernwaerme
24986;Mittelangeln;Schleswig-Holstein;fernwaerme
88441;Mittelbiberach;Baden-Württemberg;keine fernwaerme
66851;Mittelbrunn;Rheinland-Pfalz;keine fernwaerme
91734;Mitteleschenbach;Bayern;keine fernwaerme
56370;Mittelfischbach;Rheinland-Pfalz;keine fernwaerme
2763;Mittelherwigsdorf;Sachsen;fernwaerme
57537;Mittelhof;Rheinland-Pfalz;keine fernwaerme
86868;Mittelneufnach;Bayern;keine fernwaerme
21720;Mittelnkirchen;Niedersachsen;keine fernwaerme
7819;Mittelpöllnitz;Thüringen;keine fernwaerme
55758;Mittelreidenbach;Rheinland-Pfalz;keine fernwaerme
97785;Mittelsinn;Bayern;keine fernwaerme
99955;Mittelsömmern;Thüringen;fernwaerme
21770;Mittelstenahe;Niedersachsen;keine fernwaerme
82293;Mittelstetten;Bayern;keine fernwaerme
56858;Mittelstrimmig;Rheinland-Pfalz;keine fernwaerme
35756;Mittenaar;Hessen;keine fernwaerme
82481;Mittenwald;Bayern;fernwaerme
15749;Mittenwalde;Brandenburg;keine fernwaerme
17268;Mittenwalde;Brandenburg;fernwaerme
94360;Mitterfels;Bayern;keine fernwaerme
84335;Mitterskirchen;Bayern;keine fernwaerme
95666;Mitterteich;Bayern;keine fernwaerme
9648;Mittweida;Sachsen;fernwaerme
96268;Mitwitz;Bayern;fernwaerme
15299;Mixdorf;Brandenburg;keine fernwaerme
39279;Möckern;Sachsen-Anhalt;keine fernwaerme
39291;Möckern;Sachsen-Anhalt;fernwaerme
7646;Möckern;Thüringen;fernwaerme
74219;Möckmühl;Baden-Württemberg;keine fernwaerme
4862;Mockrehna;Sachsen;keine fernwaerme
64397;Modautal;Hessen;keine fernwaerme
89426;Mödingen;Bayern;keine fernwaerme
47441;Moers;Nordrhein-Westfalen;fernwaerme
47443;Moers;Nordrhein-Westfalen;fernwaerme
47445;Moers;Nordrhein-Westfalen;fernwaerme
47447;Moers;Nordrhein-Westfalen;fernwaerme
56424;Mogendorf;Rheinland-Pfalz;keine fernwaerme
73563;Mögglingen;Baden-Württemberg;keine fernwaerme
71696;Möglingen;Baden-Württemberg;keine fernwaerme
7987;Mohlsdorf-Teichwolframsdorf;Thüringen;keine fernwaerme
59519;Möhnesee;Nordrhein-Westfalen;keine fernwaerme
21493;Möhnsen;Schleswig-Holstein;fernwaerme
91096;Möhrendorf;Bayern;keine fernwaerme
24392;Mohrkirch;Schleswig-Holstein;keine fernwaerme
24405;Mohrkirch;Schleswig-Holstein;keine fernwaerme
24891;Mohrkirch;Schleswig-Holstein;keine fernwaerme
21647;Moisburg;Niedersachsen;keine fernwaerme
6618;Molauer Land;Sachsen-Anhalt;fernwaerme
49696;Molbergen;Niedersachsen;keine fernwaerme
24113;Molfsee;Schleswig-Holstein;fernwaerme
17237;Möllenbeck;Mecklenburg-Vorpommern;keine fernwaerme
19300;Möllenbeck;Mecklenburg-Vorpommern;fernwaerme
17219;Möllenhagen;Mecklenburg-Vorpommern;fernwaerme
17091;Mölln;Mecklenburg-Vorpommern;keine fernwaerme
23879;Mölln;Schleswig-Holstein;fernwaerme
56414;Molsberg;Rheinland-Pfalz;keine fernwaerme
99869;Molschleben;Thüringen;fernwaerme
17449;Mölschow;Mecklenburg-Vorpommern;fernwaerme
67591;Mölsheim;Rheinland-Pfalz;keine fernwaerme
17194;Moltzow;Mecklenburg-Vorpommern;keine fernwaerme
57520;Molzhain;Rheinland-Pfalz;keine fernwaerme
63776;Mömbris;Bayern;keine fernwaerme
63853;Mömlingen;Bayern;keine fernwaerme
55278;Mommenheim;Rheinland-Pfalz;keine fernwaerme
63933;Mönchberg;Bayern;keine fernwaerme
41061;Mönchengladbach;Nordrhein-Westfalen;fernwaerme
41063;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41065;Mönchengladbach;Nordrhein-Westfalen;fernwaerme
41066;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41068;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41069;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41169;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41179;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41189;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41199;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41236;Mönchengladbach;Nordrhein-Westfalen;fernwaerme
41238;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
41239;Mönchengladbach;Nordrhein-Westfalen;keine fernwaerme
99198;Mönchenholzhausen;Thüringen;keine fernwaerme
18586;Mönchgut;Mecklenburg-Vorpommern;fernwaerme
18182;Mönchhagen;Mecklenburg-Vorpommern;fernwaerme
6556;Mönchpfiffel-Nikolausrieth;Thüringen;keine fernwaerme
86751;Mönchsdeggingen;Bayern;keine fernwaerme
91614;Mönchsroth;Bayern;keine fernwaerme
78087;Mönchweiler;Baden-Württemberg;fernwaerme
86653;Monheim;Bayern;keine fernwaerme
40789;Monheim am Rhein;Nordrhein-Westfalen;fernwaerme
24248;Mönkeberg;Schleswig-Holstein;fernwaerme
17375;Mönkebude;Mecklenburg-Vorpommern;keine fernwaerme
23619;Mönkhagen;Schleswig-Holstein;keine fernwaerme
24576;Mönkloh;Schleswig-Holstein;fernwaerme
56729;Monreal;Rheinland-Pfalz;keine fernwaerme
52156;Monschau;Nordrhein-Westfalen;keine fernwaerme
67590;Monsheim;Rheinland-Pfalz;keine fernwaerme
71297;Mönsheim;Baden-Württemberg;keine fernwaerme
4617;Monstab;Thüringen;keine fernwaerme
56410;Montabaur;Rheinland-Pfalz;fernwaerme
56754;Möntenich;Rheinland-Pfalz;keine fernwaerme
54472;Monzelfeld;Rheinland-Pfalz;keine fernwaerme
55234;Monzernheim;Rheinland-Pfalz;keine fernwaerme
55569;Monzingen;Rheinland-Pfalz;keine fernwaerme
25597;Moordiek;Schleswig-Holstein;keine fernwaerme
82272;Moorenweis;Bayern;keine fernwaerme
36433;Moorgrund;Thüringen;fernwaerme
25554;Moorhusen;Schleswig-Holstein;keine fernwaerme
26802;Moormerland;Niedersachsen;keine fernwaerme
25436;Moorrege;Schleswig-Holstein;fernwaerme
26427;Moorweg;Niedersachsen;keine fernwaerme
94554;Moos;Bayern;keine fernwaerme
78345;Moos;Baden-Württemberg;fernwaerme
85665;Moosach;Bayern;keine fernwaerme
92709;Moosbach;Bayern;keine fernwaerme
85368;Moosburg;Bayern;keine fernwaerme
88422;Moosburg;Baden-Württemberg;keine fernwaerme
85452;Moosinning;Bayern;keine fernwaerme
84164;Moosthenning;Bayern;keine fernwaerme
19230;Moraas;Mecklenburg-Vorpommern;fernwaerme
54497;Morbach;Rheinland-Pfalz;keine fernwaerme
24594;Mörel;Schleswig-Holstein;fernwaerme
64546;Mörfelden-Walldorf;Hessen;fernwaerme
37186;Moringen;Niedersachsen;keine fernwaerme
1468;Moritzburg;Sachsen;fernwaerme
56865;Moritzheim;Rheinland-Pfalz;keine fernwaerme
57583;Mörlen;Rheinland-Pfalz;keine fernwaerme
69509;Mörlenbach;Hessen;keine fernwaerme
91804;Mörnsheim;Bayern;keine fernwaerme
51597;Morsbach;Nordrhein-Westfalen;keine fernwaerme
57629;Mörsbach;Rheinland-Pfalz;keine fernwaerme
55494;Mörschbach;Rheinland-Pfalz;fernwaerme
54317;Morscheid;Rheinland-Pfalz;keine fernwaerme
34326;Morschen;Hessen;keine fernwaerme
67294;Morschheim;Rheinland-Pfalz;keine fernwaerme
55758;Mörschied;Rheinland-Pfalz;keine fernwaerme
56290;Mörsdorf;Rheinland-Pfalz;keine fernwaerme
7646;Mörsdorf;Thüringen;fernwaerme
67808;Mörsfeld;Rheinland-Pfalz;keine fernwaerme
56283;Morshausen;Rheinland-Pfalz;keine fernwaerme
67591;Mörstadt;Rheinland-Pfalz;keine fernwaerme
74821;Mosbach;Baden-Württemberg;fernwaerme
56767;Mosbruch;Rheinland-Pfalz;keine fernwaerme
56424;Moschheim;Rheinland-Pfalz;keine fernwaerme
56254;Moselkern;Rheinland-Pfalz;keine fernwaerme
39175;Möser;Sachsen-Anhalt;keine fernwaerme
39291;Möser;Sachsen-Anhalt;fernwaerme
64756;Mossautal;Hessen;keine fernwaerme
7907;Moßbach;Thüringen;keine fernwaerme
72116;Mössingen;Baden-Württemberg;keine fernwaerme
97786;Motten;Bayern;keine fernwaerme
86753;Möttingen;Bayern;keine fernwaerme
93099;Mötzing;Bayern;keine fernwaerme
71159;Mötzingen;Baden-Württemberg;keine fernwaerme
7381;Moxa;Thüringen;fernwaerme
23795;Mözen;Schleswig-Holstein;fernwaerme
53804;Much;Nordrhein-Westfalen;keine fernwaerme
24238;Mucheln;Schleswig-Holstein;keine fernwaerme
6249;Mücheln (Geiseltal);Sachsen-Anhalt;fernwaerme
6255;Mücheln (Geiseltal);Sachsen-Anhalt;keine fernwaerme
6268;Mücheln (Geiseltal);Sachsen-Anhalt;fernwaerme
6632;Mücheln (Geiseltal);Sachsen-Anhalt;fernwaerme
19300;Muchow;Mecklenburg-Vorpommern;fernwaerme
2906;Mücka - Mikow;Sachsen;fernwaerme
35325;Mücke;Hessen;keine fernwaerme
54558;Mückeln;Rheinland-Pfalz;keine fernwaerme
69427;Mudau;Baden-Württemberg;keine fernwaerme
38539;Müden (Aller);Niedersachsen;keine fernwaerme
57614;Mudenbach;Rheinland-Pfalz;keine fernwaerme
56254;Müden (Mosel);Rheinland-Pfalz;keine fernwaerme
57555;Mudersbach;Rheinland-Pfalz;keine fernwaerme
65623;Mudershausen;Rheinland-Pfalz;keine fernwaerme
4769;Mügeln;Sachsen;keine fernwaerme
76461;Muggensturm;Baden-Württemberg;keine fernwaerme
1809;Müglitztal;Sachsen;fernwaerme
24582;Mühbrook;Schleswig-Holstein;fernwaerme
75417;Mühlacker;Baden-Württemberg;fernwaerme
9241;Mühlau;Sachsen;keine fernwaerme
4895;Mühlberg/Elbe;Brandenburg;fernwaerme
4931;Mühlberg/Elbe;Brandenburg;keine fernwaerme
84453;Mühldorf a. Inn;Bayern;fernwaerme
77796;Mühlenbach;Baden-Württemberg;keine fernwaerme
25548;Mühlenbarbek;Schleswig-Holstein;keine fernwaerme
16515;Mühlenbecker Land;Brandenburg;fernwaerme
16552;Mühlenbecker Land;Brandenburg;fernwaerme
16567;Mühlenbecker Land;Brandenburg;keine fernwaerme
14662;Mühlenberge;Brandenburg;keine fernwaerme
19205;Mühlen Eichsen;Mecklenburg-Vorpommern;fernwaerme
14822;Mühlenfließ;Brandenburg;fernwaerme
14823;Mühlenfließ;Brandenburg;keine fernwaerme
21493;Mühlenrade;Schleswig-Holstein;fernwaerme
8626;Mühlental;Sachsen;fernwaerme
69242;Mühlhausen;Baden-Württemberg;fernwaerme
96172;Mühlhausen;Bayern;keine fernwaerme
92360;Mühlhausen;Bayern;fernwaerme
99974;Mühlhausen;Thüringen;fernwaerme
78259;Mühlhausen-Ehingen;Baden-Württemberg;keine fernwaerme
73347;Mühlhausen im Täle;Baden-Württemberg;keine fernwaerme
63165;Mühlheim am Main;Hessen;fernwaerme
78570;Mühlheim an der Donau;Baden-Württemberg;keine fernwaerme
78357;Mühlingen;Baden-Württemberg;keine fernwaerme
56291;Mühlpfad;Rheinland-Pfalz;keine fernwaerme
18276;Mühl Rosin;Mecklenburg-Vorpommern;fernwaerme
64367;Mühltal;Hessen;keine fernwaerme
91735;Muhr am See;Bayern;keine fernwaerme
54636;Mülbach;Rheinland-Pfalz;fernwaerme
9619;Mulda/Sachsen;Sachsen;keine fernwaerme
8262;Muldenhammer;Sachsen;fernwaerme
6774;Muldestausee;Sachsen-Anhalt;fernwaerme
74673;Mulfingen;Baden-Württemberg;keine fernwaerme
54486;Mülheim an der Mosel;Rheinland-Pfalz;keine fernwaerme
45468;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
45470;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
45472;Mülheim an der Ruhr;Nordrhein-Westfalen;keine fernwaerme
45473;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
45475;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
45476;Mülheim an der Ruhr;Nordrhein-Westfalen;keine fernwaerme
45478;Mülheim an der Ruhr;Nordrhein-Westfalen;keine fernwaerme
45479;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
45481;Mülheim an der Ruhr;Nordrhein-Westfalen;fernwaerme
56218;Mülheim-Kärlich;Rheinland-Pfalz;keine fernwaerme
53520;Müllenbach;Rheinland-Pfalz;keine fernwaerme
56761;Müllenbach;Rheinland-Pfalz;keine fernwaerme
79379;Müllheim;Baden-Württemberg;fernwaerme
15299;Müllrose;Brandenburg;keine fernwaerme
8132;Mülsen;Sachsen;fernwaerme
99947;Mülverstedt;Thüringen;fernwaerme
95213;Münchberg;Bayern;keine fernwaerme
15374;Müncheberg;Brandenburg;fernwaerme
15748;Münchehofe;Brandenburg;keine fernwaerme
80331;München;Bayern;fernwaerme
80333;München;Bayern;fernwaerme
80335;München;Bayern;fernwaerme
80336;München;Bayern;fernwaerme
80337;München;Bayern;fernwaerme
80339;München;Bayern;fernwaerme
80469;München;Bayern;fernwaerme
80538;München;Bayern;fernwaerme
80539;München;Bayern;fernwaerme
80634;München;Bayern;fernwaerme
80636;München;Bayern;fernwaerme
80637;München;Bayern;fernwaerme
80638;München;Bayern;fernwaerme
80639;München;Bayern;fernwaerme
80686;München;Bayern;fernwaerme
80687;München;Bayern;fernwaerme
80689;München;Bayern;fernwaerme
80796;München;Bayern;fernwaerme
80797;München;Bayern;fernwaerme
80798;München;Bayern;fernwaerme
80799;München;Bayern;fernwaerme
80801;München;Bayern;fernwaerme
80802;München;Bayern;fernwaerme
80803;München;Bayern;fernwaerme
80804;München;Bayern;fernwaerme
80805;München;Bayern;fernwaerme
80807;München;Bayern;fernwaerme
80809;München;Bayern;fernwaerme
80933;München;Bayern;fernwaerme
80935;München;Bayern;keine fernwaerme
80937;München;Bayern;fernwaerme
80939;München;Bayern;fernwaerme
80992;München;Bayern;fernwaerme
80993;München;Bayern;fernwaerme
80995;München;Bayern;fernwaerme
80997;München;Bayern;fernwaerme
80999;München;Bayern;fernwaerme
81241;München;Bayern;fernwaerme
81243;München;Bayern;keine fernwaerme
81245;München;Bayern;fernwaerme
81247;München;Bayern;keine fernwaerme
81249;München;Bayern;fernwaerme
81369;München;Bayern;fernwaerme
81371;München;Bayern;fernwaerme
81373;München;Bayern;fernwaerme
81375;München;Bayern;fernwaerme
81377;München;Bayern;fernwaerme
81379;München;Bayern;fernwaerme
81475;München;Bayern;fernwaerme
81476;München;Bayern;fernwaerme
81477;München;Bayern;fernwaerme
81479;München;Bayern;fernwaerme
81539;München;Bayern;fernwaerme
81541;München;Bayern;fernwaerme
81543;München;Bayern;fernwaerme
81545;München;Bayern;fernwaerme
81547;München;Bayern;fernwaerme
81549;München;Bayern;fernwaerme
81667;München;Bayern;fernwaerme
81669;München;Bayern;fernwaerme
81671;München;Bayern;fernwaerme
81673;München;Bayern;fernwaerme
81675;München;Bayern;fernwaerme
81677;München;Bayern;fernwaerme
81679;München;Bayern;fernwaerme
81735;München;Bayern;fernwaerme
81737;München;Bayern;fernwaerme
81739;München;Bayern;fernwaerme
81825;München;Bayern;fernwaerme
81827;München;Bayern;fernwaerme
81829;München;Bayern;fernwaerme
81925;München;Bayern;fernwaerme
81927;München;Bayern;fernwaerme
81929;München;Bayern;fernwaerme
85540;München;Bayern;fernwaerme
7589;Münchenbernsdorf;Thüringen;keine fernwaerme
35117;Münchhausen;Hessen;keine fernwaerme
85126;Münchsmünster;Bayern;keine fernwaerme
91481;Münchsteinach;Bayern;keine fernwaerme
55595;Münchwald;Rheinland-Pfalz;fernwaerme
76857;Münchweiler am Klingbach;Rheinland-Pfalz;keine fernwaerme
67728;Münchweiler an der Alsenz;Rheinland-Pfalz;keine fernwaerme
66955;Münchweiler an der Rodalb;Rheinland-Pfalz;fernwaerme
66981;Münchweiler an der Rodalb;Rheinland-Pfalz;keine fernwaerme
74395;Mundelsheim;Baden-Württemberg;keine fernwaerme
89597;Munderkingen;Baden-Württemberg;keine fernwaerme
56271;Mündersbach;Rheinland-Pfalz;keine fernwaerme
56729;Münk;Rheinland-Pfalz;keine fernwaerme
24960;Munkbrarup;Schleswig-Holstein;fernwaerme
97702;Münnerstadt;Bayern;keine fernwaerme
86754;Munningen;Bayern;keine fernwaerme
82541;Münsing;Bayern;keine fernwaerme
72525;Münsingen;Baden-Württemberg;keine fernwaerme
29633;Munster;Niedersachsen;fernwaerme
48143;Münster;Nordrhein-Westfalen;fernwaerme
48145;Münster;Nordrhein-Westfalen;fernwaerme
48147;Münster;Nordrhein-Westfalen;fernwaerme
48149;Münster;Nordrhein-Westfalen;fernwaerme
48151;Münster;Nordrhein-Westfalen;fernwaerme
48153;Münster;Nordrhein-Westfalen;fernwaerme
48155;Münster;Nordrhein-Westfalen;fernwaerme
48157;Münster;Nordrhein-Westfalen;fernwaerme
48159;Münster;Nordrhein-Westfalen;fernwaerme
48161;Münster;Nordrhein-Westfalen;fernwaerme
48163;Münster;Nordrhein-Westfalen;fernwaerme
48165;Münster;Nordrhein-Westfalen;fernwaerme
48167;Münster;Nordrhein-Westfalen;fernwaerme
86692;Münster;Bayern;keine fernwaerme
67822;Münsterappel;Rheinland-Pfalz;keine fernwaerme
25587;Münsterdorf;Schleswig-Holstein;keine fernwaerme
86505;Münsterhausen;Bayern;keine fernwaerme
